Season,Round,TeamA,TeamB,SeedA,SeedB,label,AdjEM_A,AdjEM_B,d_AdjEM,AdjO_A,AdjO_B,d_AdjO,AdjD_A,AdjD_B,d_AdjD,AdjT_A,AdjT_B,d_AdjT,Luck_A,Luck_B,d_Luck,SOS-AdjEM_A,SOS-AdjEM_B,d_SOS-AdjEM,NCSOS-AdjEM_A,NCSOS-AdjEM_B,d_NCSOS-AdjEM,Momentum_A,Momentum_B,d_Momentum,OffEFG_A,OffEFG_B,d_OffEFG,DefEFG_A,DefEFG_B,d_DefEFG,d_Seed
2012,Elite 8,Ohio St.,Syracuse,2,1,1,30.07,26.04,4.030000000000001,118.1,117.7,0.3999999999999915,88.1,91.7,-3.6000000000000085,66.9,64.4,2.5,-0.05,0.06,-0.11,10.1,7.98,2.119999999999999,-3.34,-2.11,-1.23,5.818171536853747,-0.4250065885034679,6.243178125357215,52.1,52.1,0.0,46.4,44.2,2.1999999999999957,1
2012,Elite 8,Syracuse,Ohio St.,1,2,0,26.04,30.07,-4.030000000000001,117.7,118.1,-0.3999999999999915,91.7,88.1,3.6000000000000085,64.4,66.9,-2.5,0.06,-0.05,0.11,7.98,10.1,-2.119999999999999,-2.11,-3.34,1.23,-0.4250065885034679,5.818171536853747,-6.243178125357215,52.1,52.1,0.0,44.2,46.4,-2.1999999999999957,-1
2012,First Round,North Carolina,Vermont,1,16,1,25.44,5.17,20.270000000000003,116.1,105.3,10.799999999999997,90.7,100.1,-9.399999999999991,70.9,61.9,9.000000000000007,0.016,-0.024,0.04,7.41,-5.44,12.850000000000001,1.89,-1.55,3.44,2.5487652812706223,4.7630053765552685,-2.214240095284646,49.8,49.3,0.5,45.0,45.5,-0.5,-15
2012,First Round,Vermont,North Carolina,16,1,0,5.17,25.44,-20.270000000000003,105.3,116.1,-10.799999999999997,100.1,90.7,9.399999999999991,61.9,70.9,-9.000000000000007,-0.024,0.016,-0.04,-5.44,7.41,-12.850000000000001,-1.55,1.89,-3.44,4.7630053765552685,2.5487652812706223,2.214240095284646,49.3,49.8,-0.5,45.5,45.0,0.5,15
2012,First Round,Creighton,Alabama,8,9,1,16.47,16.69,-0.22000000000000242,119.2,106.1,13.100000000000009,102.7,89.5,13.200000000000003,65.9,61.9,4.000000000000007,0.079,-0.067,0.14600000000000002,3.79,7.07,-3.2800000000000002,-0.47,3.98,-4.45,5.702480461455323,6.28587888755435,-0.583398426099027,57.8,49.1,8.699999999999996,49.7,43.7,6.0,-1
2012,First Round,Alabama,Creighton,9,8,0,16.69,16.47,0.22000000000000242,106.1,119.2,-13.100000000000009,89.5,102.7,-13.200000000000003,61.9,65.9,-4.000000000000007,-0.067,0.079,-0.14600000000000002,7.07,3.79,3.2800000000000002,3.98,-0.47,4.45,6.28587888755435,5.702480461455323,0.583398426099027,49.1,57.8,-8.699999999999996,43.7,49.7,-6.0,1
2012,First Round,South Florida,Temple,12,5,1,13.13,14.49,-1.3599999999999994,103.9,113.3,-9.399999999999991,90.8,98.9,-8.100000000000009,58.5,65.9,-7.400000000000006,0.04,0.055,-0.015,8.17,6.1,2.0700000000000003,1.27,6.2,-4.93,13.824307159294245,6.887607418862109,6.936699740432136,48.3,53.1,-4.800000000000004,44.1,48.3,-4.199999999999996,7
2012,First Round,Temple,South Florida,5,12,0,14.49,13.13,1.3599999999999994,113.3,103.9,9.399999999999991,98.9,90.8,8.100000000000009,65.9,58.5,7.400000000000006,0.055,0.04,0.015,6.1,8.17,-2.0700000000000003,6.2,1.27,4.93,6.887607418862109,13.824307159294245,-6.936699740432136,53.1,48.3,4.800000000000004,48.3,44.1,4.199999999999996,-7
2012,First Round,Ohio,Michigan,13,4,1,11.88,17.52,-5.639999999999999,106.6,114.3,-7.700000000000003,94.7,96.8,-2.0999999999999943,66.0,60.1,5.899999999999999,0.022,0.058,-0.036000000000000004,0.8,10.65,-9.85,-2.97,-0.11,-2.8600000000000003,4.217107691491565,15.996203248606523,-11.779095557114958,48.9,53.4,-4.5,47.1,49.0,-1.8999999999999986,9
2012,First Round,Michigan,Ohio,4,13,0,17.52,11.88,5.639999999999999,114.3,106.6,7.700000000000003,96.8,94.7,2.0999999999999943,60.1,66.0,-5.899999999999999,0.058,0.022,0.036000000000000004,10.65,0.8,9.85,-0.11,-2.97,2.8600000000000003,15.996203248606523,4.217107691491565,11.779095557114958,53.4,48.9,4.5,49.0,47.1,1.8999999999999986,-9
2012,First Round,N.C. St.,San Diego St.,11,6,1,14.22,11.16,3.0600000000000005,112.1,107.0,5.099999999999994,97.9,95.8,2.1000000000000085,67.0,65.8,1.2000000000000028,-0.004,0.059,-0.063,6.22,3.33,2.8899999999999997,1.18,-3.76,4.9399999999999995,9.530296440211428,8.011739550134052,1.5185568900773756,50.4,50.1,0.29999999999999716,47.1,47.0,0.10000000000000142,5
2012,First Round,San Diego St.,N.C. St.,6,11,0,11.16,14.22,-3.0600000000000005,107.0,112.1,-5.099999999999994,95.8,97.9,-2.1000000000000085,65.8,67.0,-1.2000000000000028,0.059,-0.004,0.063,3.33,6.22,-2.8899999999999997,-3.76,1.18,-4.9399999999999995,8.011739550134052,9.530296440211428,-1.5185568900773756,50.1,50.4,-0.29999999999999716,47.0,47.1,-0.10000000000000142,-5
2012,First Round,Georgetown,Belmont,3,14,1,21.05,16.96,4.09,111.2,117.1,-5.8999999999999915,90.1,100.1,-10.0,62.1,67.2,-5.100000000000001,-0.014,-0.017,0.003000000000000001,8.32,-0.32,8.64,-1.04,4.69,-5.73,10.57878610133417,4.993942089807206,5.584844011526965,51.4,55.5,-4.100000000000001,43.1,48.3,-5.199999999999996,-11
2012,First Round,Belmont,Georgetown,14,3,0,16.96,21.05,-4.09,117.1,111.2,5.8999999999999915,100.1,90.1,10.0,67.2,62.1,5.100000000000001,-0.017,-0.014,-0.003000000000000001,-0.32,8.32,-8.64,4.69,-1.04,5.73,4.993942089807206,10.57878610133417,-5.584844011526965,55.5,51.4,4.100000000000001,48.3,43.1,5.199999999999996,11
2012,First Round,Purdue,Saint Mary's,10,7,1,16.25,15.48,0.7699999999999996,116.2,114.3,1.9000000000000057,99.9,98.8,1.1000000000000085,64.3,63.4,0.8999999999999986,-0.003,0.036,-0.039,8.81,0.17,8.64,-2.64,-2.17,-0.4700000000000002,20.928848950000997,7.489367029756668,13.43948192024433,51.1,53.3,-2.1999999999999957,49.9,48.4,1.5,3
2012,First Round,Saint Mary's,Purdue,7,10,0,15.48,16.25,-0.7699999999999996,114.3,116.2,-1.9000000000000057,98.8,99.9,-1.1000000000000085,63.4,64.3,-0.8999999999999986,0.036,-0.003,0.039,0.17,8.81,-8.64,-2.17,-2.64,0.4700000000000002,7.489367029756668,20.928848950000997,-13.43948192024433,53.3,51.1,2.1999999999999957,48.4,49.9,-1.5,-3
2012,First Round,Kansas,Detroit,2,15,1,26.91,5.48,21.43,114.0,108.1,5.900000000000006,87.1,102.6,-15.5,66.3,67.1,-0.7999999999999972,0.027,-0.008,0.035,11.15,0.35,10.8,5.21,1.14,4.07,4.200310471115042,10.68774758453882,-6.487437113423779,52.3,48.0,4.299999999999997,43.4,50.9,-7.5,-13
2012,First Round,Detroit,Kansas,15,2,0,5.48,26.91,-21.43,108.1,114.0,-5.900000000000006,102.6,87.1,15.5,67.1,66.3,0.7999999999999972,-0.008,0.027,-0.035,0.35,11.15,-10.8,1.14,5.21,-4.07,10.68774758453882,4.200310471115042,6.487437113423779,48.0,52.3,-4.299999999999997,50.9,43.4,7.5,13
2012,Second Round,North Carolina,Creighton,1,8,1,25.44,16.47,8.970000000000002,116.1,119.2,-3.1000000000000085,90.7,102.7,-12.0,70.9,65.9,5.0,0.016,0.079,-0.063,7.41,3.79,3.62,1.89,-0.47,2.36,2.5487652812706223,5.702480461455323,-3.153715180184701,49.8,57.8,-8.0,45.0,49.7,-4.700000000000003,-7
2012,Second Round,Creighton,North Carolina,8,1,0,16.47,25.44,-8.970000000000002,119.2,116.1,3.1000000000000085,102.7,90.7,12.0,65.9,70.9,-5.0,0.079,0.016,0.063,3.79,7.41,-3.62,-0.47,1.89,-2.36,5.702480461455323,2.5487652812706223,3.153715180184701,57.8,49.8,8.0,49.7,45.0,4.700000000000003,7
2012,Second Round,Ohio,South Florida,13,12,1,11.88,13.13,-1.25,106.6,103.9,2.6999999999999886,94.7,90.8,3.9000000000000057,66.0,58.5,7.5,0.022,0.04,-0.018000000000000002,0.8,8.17,-7.37,-2.97,1.27,-4.24,4.217107691491565,13.824307159294245,-9.60719946780268,48.9,48.3,0.6000000000000014,47.1,44.1,3.0,1
2012,Second Round,South Florida,Ohio,12,13,0,13.13,11.88,1.25,103.9,106.6,-2.6999999999999886,90.8,94.7,-3.9000000000000057,58.5,66.0,-7.5,0.04,0.022,0.018000000000000002,8.17,0.8,7.37,1.27,-2.97,4.24,13.824307159294245,4.217107691491565,9.60719946780268,48.3,48.9,-0.6000000000000014,44.1,47.1,-3.0,-1
2012,Second Round,N.C. St.,Georgetown,11,3,1,14.22,21.05,-6.83,112.1,111.2,0.8999999999999915,97.9,90.1,7.800000000000011,67.0,62.1,4.899999999999999,-0.004,-0.014,0.01,6.22,8.32,-2.1000000000000005,1.18,-1.04,2.2199999999999998,9.530296440211428,10.57878610133417,-1.0484896611227423,50.4,51.4,-1.0,47.1,43.1,4.0,8
2012,Second Round,Georgetown,N.C. St.,3,11,0,21.05,14.22,6.83,111.2,112.1,-0.8999999999999915,90.1,97.9,-7.800000000000011,62.1,67.0,-4.899999999999999,-0.014,-0.004,-0.01,8.32,6.22,2.1000000000000005,-1.04,1.18,-2.2199999999999998,10.57878610133417,9.530296440211428,1.0484896611227423,51.4,50.4,1.0,43.1,47.1,-4.0,-8
2012,Second Round,Kansas,Purdue,2,10,1,26.91,16.25,10.66,114.0,116.2,-2.200000000000003,87.1,99.9,-12.800000000000011,66.3,64.3,2.0,0.027,-0.003,0.03,11.15,8.81,2.34,5.21,-2.64,7.85,4.200310471115042,20.928848950000997,-16.728538478885955,52.3,51.1,1.1999999999999957,43.4,49.9,-6.5,-8
2012,Second Round,Purdue,Kansas,10,2,0,16.25,26.91,-10.66,116.2,114.0,2.200000000000003,99.9,87.1,12.800000000000011,64.3,66.3,-2.0,-0.003,0.027,-0.03,8.81,11.15,-2.34,-2.64,5.21,-7.85,20.928848950000997,4.200310471115042,16.728538478885955,51.1,52.3,-1.1999999999999957,49.9,43.4,6.5,8
2012,Sweet 16,North Carolina,Ohio,1,13,1,25.44,11.88,13.56,116.1,106.6,9.5,90.7,94.7,-4.0,70.9,66.0,4.900000000000006,0.016,0.022,-0.005999999999999998,7.41,0.8,6.61,1.89,-2.97,4.86,2.5487652812706223,4.217107691491565,-1.6683424102209425,49.8,48.9,0.8999999999999986,45.0,47.1,-2.1000000000000014,-12
2012,Sweet 16,Ohio,North Carolina,13,1,0,11.88,25.44,-13.56,106.6,116.1,-9.5,94.7,90.7,4.0,66.0,70.9,-4.900000000000006,0.022,0.016,0.005999999999999998,0.8,7.41,-6.61,-2.97,1.89,-4.86,4.217107691491565,2.5487652812706223,1.6683424102209425,48.9,49.8,-0.8999999999999986,47.1,45.0,2.1000000000000014,12
2012,Sweet 16,Kansas,N.C. St.,2,11,1,26.91,14.22,12.69,114.0,112.1,1.9000000000000057,87.1,97.9,-10.800000000000011,66.3,67.0,-0.7000000000000028,0.027,-0.004,0.031,11.15,6.22,4.930000000000001,5.21,1.18,4.03,4.200310471115042,9.530296440211428,-5.329985969096386,52.3,50.4,1.8999999999999986,43.4,47.1,-3.700000000000003,-9
2012,Sweet 16,N.C. St.,Kansas,11,2,0,14.22,26.91,-12.69,112.1,114.0,-1.9000000000000057,97.9,87.1,10.800000000000011,67.0,66.3,0.7000000000000028,-0.004,0.027,-0.031,6.22,11.15,-4.930000000000001,1.18,5.21,-4.03,9.530296440211428,4.200310471115042,5.329985969096386,50.4,52.3,-1.8999999999999986,47.1,43.4,3.700000000000003,9
2012,Elite 8,Kansas,North Carolina,2,1,1,26.91,25.44,1.4699999999999989,114.0,116.1,-2.0999999999999943,87.1,90.7,-3.6000000000000085,66.3,70.9,-4.6000000000000085,0.027,0.016,0.011,11.15,7.41,3.74,5.21,1.89,3.3200000000000003,4.200310471115042,2.5487652812706223,1.6515451898444198,52.3,49.8,2.5,43.4,45.0,-1.6000000000000014,1
2012,Elite 8,North Carolina,Kansas,1,2,0,25.44,26.91,-1.4699999999999989,116.1,114.0,2.0999999999999943,90.7,87.1,3.6000000000000085,70.9,66.3,4.6000000000000085,0.016,0.027,-0.011,7.41,11.15,-3.74,1.89,5.21,-3.3200000000000003,2.5487652812706223,4.200310471115042,-1.6515451898444198,49.8,52.3,-2.5,45.0,43.4,1.6000000000000014,-1
2012,First Round,Kentucky,Western Kentucky,1,16,1,32.59,-2.67,35.260000000000005,122.2,97.8,24.400000000000006,89.6,100.5,-10.900000000000006,65.4,67.9,-2.5,0.032,0.083,-0.051000000000000004,7.99,-0.0,7.99,-1.06,2.63,-3.69,1.5066626087475825,11.630241584713747,-10.123578975966165,53.8,44.3,9.5,42.0,47.4,-5.399999999999999,-15
2012,First Round,Western Kentucky,Kentucky,16,1,0,-2.67,32.59,-35.260000000000005,97.8,122.2,-24.400000000000006,100.5,89.6,10.900000000000006,67.9,65.4,2.5,0.083,0.032,0.051000000000000004,-0.0,7.99,-7.99,2.63,-1.06,3.69,11.630241584713747,1.5066626087475825,10.123578975966165,44.3,53.8,-9.5,47.4,42.0,5.399999999999999,15
2012,First Round,Iowa St.,Connecticut,8,9,1,16.69,14.53,2.160000000000002,113.9,111.3,2.6000000000000085,97.2,96.8,0.4000000000000057,65.8,63.0,2.799999999999997,-0.004,-0.032,0.028,7.22,8.25,-1.0300000000000002,-4.08,-0.46,-3.62,10.230396868412356,12.5976376550334,-2.3672407866210445,52.6,50.0,2.6000000000000014,48.6,44.6,4.0,-1
2012,First Round,Connecticut,Iowa St.,9,8,0,14.53,16.69,-2.160000000000002,111.3,113.9,-2.6000000000000085,96.8,97.2,-0.4000000000000057,63.0,65.8,-2.799999999999997,-0.032,-0.004,-0.028,8.25,7.22,1.0300000000000002,-0.46,-4.08,3.62,12.5976376550334,10.230396868412356,2.3672407866210445,50.0,52.6,-2.6000000000000014,44.6,48.6,-4.0,1
2012,First Round,VCU,Wichita St.,12,5,1,13.45,22.36,-8.91,106.9,116.1,-9.199999999999989,93.5,93.8,-0.29999999999999716,65.0,65.7,-0.7000000000000028,0.024,-0.017,0.041,0.53,3.97,-3.4400000000000004,1.9,3.5,-1.6,0.9937195367137122,6.261910910817761,-5.268191374104049,47.6,53.8,-6.199999999999996,47.2,44.8,2.4000000000000057,7
2012,First Round,Wichita St.,VCU,5,12,0,22.36,13.45,8.91,116.1,106.9,9.199999999999989,93.8,93.5,0.29999999999999716,65.7,65.0,0.7000000000000028,-0.017,0.024,-0.041,3.97,0.53,3.4400000000000004,3.5,1.9,1.6,6.261910910817761,0.9937195367137122,5.268191374104049,53.8,47.6,6.199999999999996,44.8,47.2,-2.4000000000000057,-7
2012,First Round,Indiana,New Mexico St.,4,13,1,22.55,11.22,11.33,120.2,109.3,10.900000000000006,97.6,98.1,-0.5,66.7,69.4,-2.700000000000003,0.007,-0.041,0.048,8.41,-0.88,9.290000000000001,-4.96,-0.87,-4.09,10.043964949477765,7.885894404662041,2.1580705448157236,55.2,51.0,4.200000000000003,48.1,48.3,-0.19999999999999574,-9
2012,First Round,New Mexico St.,Indiana,13,4,0,11.22,22.55,-11.33,109.3,120.2,-10.900000000000006,98.1,97.6,0.5,69.4,66.7,2.700000000000003,-0.041,0.007,-0.048,-0.88,8.41,-9.290000000000001,-0.87,-4.96,4.09,7.885894404662041,10.043964949477765,-2.1580705448157236,51.0,55.2,-4.200000000000003,48.3,48.1,0.19999999999999574,9
2012,First Round,Colorado,UNLV,11,6,1,8.89,14.97,-6.08,104.8,109.2,-4.400000000000006,95.9,94.2,1.7000000000000028,65.1,68.7,-3.6000000000000085,0.081,0.006,0.075,5.35,3.54,1.8099999999999996,0.06,-0.24,0.3,14.052879838548831,6.565242087670848,7.487637750877983,49.5,52.7,-3.200000000000003,46.9,46.3,0.6000000000000014,5
2012,First Round,UNLV,Colorado,6,11,0,14.97,8.89,6.08,109.2,104.8,4.400000000000006,94.2,95.9,-1.7000000000000028,68.7,65.1,3.6000000000000085,0.006,0.081,-0.075,3.54,5.35,-1.8099999999999996,-0.24,0.06,-0.3,6.565242087670848,14.052879838548831,-7.487637750877983,52.7,49.5,3.200000000000003,46.3,46.9,-0.6000000000000014,-5
2012,First Round,Baylor,South Dakota St.,3,14,1,21.29,11.62,9.67,116.0,113.7,2.299999999999997,94.7,102.1,-7.3999999999999915,65.6,64.8,0.7999999999999972,0.059,0.03,0.028999999999999998,9.61,-1.92,11.53,-2.7,2.04,-4.74,12.124970358830431,7.681196735695467,4.443773623134964,52.3,53.7,-1.4000000000000057,47.6,50.0,-2.3999999999999986,-11
2012,First Round,South Dakota St.,Baylor,14,3,0,11.62,21.29,-9.67,113.7,116.0,-2.299999999999997,102.1,94.7,7.3999999999999915,64.8,65.6,-0.7999999999999972,0.03,0.059,-0.028999999999999998,-1.92,9.61,-11.53,2.04,-2.7,4.74,7.681196735695467,12.124970358830431,-4.443773623134964,53.7,52.3,1.4000000000000057,50.0,47.6,2.3999999999999986,11
2012,First Round,Xavier,Notre Dame,10,7,1,12.59,14.22,-1.6300000000000008,108.7,110.9,-2.200000000000003,96.1,96.7,-0.6000000000000085,66.4,60.2,6.200000000000003,0.031,0.032,-0.0010000000000000009,7.24,6.94,0.2999999999999998,4.56,-4.28,8.84,10.945625583969406,16.384355713804652,-5.438730129835246,49.7,49.5,0.20000000000000284,45.6,45.8,-0.19999999999999574,3
2012,First Round,Notre Dame,Xavier,7,10,0,14.22,12.59,1.6300000000000008,110.9,108.7,2.200000000000003,96.7,96.1,0.6000000000000085,60.2,66.4,-6.200000000000003,0.032,0.031,0.0010000000000000009,6.94,7.24,-0.2999999999999998,-4.28,4.56,-8.84,16.384355713804652,10.945625583969406,5.438730129835246,49.5,49.7,-0.20000000000000284,45.8,45.6,0.19999999999999574,-3
2012,First Round,Lehigh,Duke,15,2,1,9.29,19.7,-10.41,108.6,117.7,-9.100000000000009,99.3,98.0,1.2999999999999972,67.6,66.4,1.1999999999999886,-0.026,0.057,-0.083,-5.57,8.18,-13.75,-5.17,7.68,-12.85,3.430640041096945,3.926168873062988,-0.4955288319660429,50.4,52.8,-2.3999999999999986,47.2,47.1,0.10000000000000142,13
2012,First Round,Duke,Lehigh,2,15,0,19.7,9.29,10.41,117.7,108.6,9.100000000000009,98.0,99.3,-1.2999999999999972,66.4,67.6,-1.1999999999999886,0.057,-0.026,0.083,8.18,-5.57,13.75,7.68,-5.17,12.85,3.926168873062988,3.430640041096945,0.4955288319660429,52.8,50.4,2.3999999999999986,47.1,47.2,-0.10000000000000142,-13
2012,Second Round,Kentucky,Iowa St.,1,8,1,32.59,16.69,15.900000000000002,122.2,113.9,8.299999999999997,89.6,97.2,-7.6000000000000085,65.4,65.8,-0.3999999999999915,0.032,-0.004,0.036000000000000004,7.99,7.22,0.7700000000000005,-1.06,-4.08,3.02,1.5066626087475825,10.230396868412356,-8.723734259664774,53.8,52.6,1.1999999999999957,42.0,48.6,-6.600000000000001,-7
2012,Second Round,Iowa St.,Kentucky,8,1,0,16.69,32.59,-15.900000000000002,113.9,122.2,-8.299999999999997,97.2,89.6,7.6000000000000085,65.8,65.4,0.3999999999999915,-0.004,0.032,-0.036000000000000004,7.22,7.99,-0.7700000000000005,-4.08,-1.06,-3.02,10.230396868412356,1.5066626087475825,8.723734259664774,52.6,53.8,-1.1999999999999957,48.6,42.0,6.600000000000001,7
2012,Second Round,Indiana,VCU,4,12,1,22.55,13.45,9.100000000000001,120.2,106.9,13.299999999999997,97.6,93.5,4.099999999999994,66.7,65.0,1.7000000000000028,0.007,0.024,-0.017,8.41,0.53,7.88,-4.96,1.9,-6.859999999999999,10.043964949477765,0.9937195367137122,9.050245412764053,55.2,47.6,7.600000000000001,48.1,47.2,0.8999999999999986,-8
2012,Second Round,VCU,Indiana,12,4,0,13.45,22.55,-9.100000000000001,106.9,120.2,-13.299999999999997,93.5,97.6,-4.099999999999994,65.0,66.7,-1.7000000000000028,0.024,0.007,0.017,0.53,8.41,-7.88,1.9,-4.96,6.859999999999999,0.9937195367137122,10.043964949477765,-9.050245412764053,47.6,55.2,-7.600000000000001,47.2,48.1,-0.8999999999999986,8
2012,Second Round,Baylor,Colorado,3,11,1,21.29,8.89,12.399999999999999,116.0,104.8,11.200000000000003,94.7,95.9,-1.2000000000000028,65.6,65.1,0.5,0.059,0.081,-0.022000000000000006,9.61,5.35,4.26,-2.7,0.06,-2.7600000000000002,12.124970358830431,14.052879838548831,-1.9279094797183998,52.3,49.5,2.799999999999997,47.6,46.9,0.7000000000000028,-8
2012,Second Round,Colorado,Baylor,11,3,0,8.89,21.29,-12.399999999999999,104.8,116.0,-11.200000000000003,95.9,94.7,1.2000000000000028,65.1,65.6,-0.5,0.081,0.059,0.022000000000000006,5.35,9.61,-4.26,0.06,-2.7,2.7600000000000002,14.052879838548831,12.124970358830431,1.9279094797183998,49.5,52.3,-2.799999999999997,46.9,47.6,-0.7000000000000028,8
2012,Second Round,Xavier,Lehigh,10,15,1,12.59,9.29,3.3000000000000007,108.7,108.6,0.10000000000000853,96.1,99.3,-3.200000000000003,66.4,67.6,-1.1999999999999886,0.031,-0.026,0.056999999999999995,7.24,-5.57,12.81,4.56,-5.17,9.73,10.945625583969406,3.430640041096945,7.514985542872461,49.7,50.4,-0.6999999999999957,45.6,47.2,-1.6000000000000014,-5
2012,Second Round,Lehigh,Xavier,15,10,0,9.29,12.59,-3.3000000000000007,108.6,108.7,-0.10000000000000853,99.3,96.1,3.200000000000003,67.6,66.4,1.1999999999999886,-0.026,0.031,-0.056999999999999995,-5.57,7.24,-12.81,-5.17,4.56,-9.73,3.430640041096945,10.945625583969406,-7.514985542872461,50.4,49.7,0.6999999999999957,47.2,45.6,1.6000000000000014,5
2012,Sweet 16,Kentucky,Indiana,1,4,1,32.59,22.55,10.040000000000003,122.2,120.2,2.0,89.6,97.6,-8.0,65.4,66.7,-1.2999999999999972,0.032,0.007,0.025,7.99,8.41,-0.41999999999999993,-1.06,-4.96,3.9,1.5066626087475825,10.043964949477765,-8.537302340730182,53.8,55.2,-1.4000000000000057,42.0,48.1,-6.100000000000001,-3
2012,Sweet 16,Indiana,Kentucky,4,1,0,22.55,32.59,-10.040000000000003,120.2,122.2,-2.0,97.6,89.6,8.0,66.7,65.4,1.2999999999999972,0.007,0.032,-0.025,8.41,7.99,0.41999999999999993,-4.96,-1.06,-3.9,10.043964949477765,1.5066626087475825,8.537302340730182,55.2,53.8,1.4000000000000057,48.1,42.0,6.100000000000001,3
2012,Sweet 16,Baylor,Xavier,3,10,1,21.29,12.59,8.7,116.0,108.7,7.299999999999997,94.7,96.1,-1.3999999999999915,65.6,66.4,-0.8000000000000114,0.059,0.031,0.027999999999999997,9.61,7.24,2.369999999999999,-2.7,4.56,-7.26,12.124970358830431,10.945625583969406,1.1793447748610255,52.3,49.7,2.5999999999999943,47.6,45.6,2.0,-7
2012,Sweet 16,Xavier,Baylor,10,3,0,12.59,21.29,-8.7,108.7,116.0,-7.299999999999997,96.1,94.7,1.3999999999999915,66.4,65.6,0.8000000000000114,0.031,0.059,-0.027999999999999997,7.24,9.61,-2.369999999999999,4.56,-2.7,7.26,10.945625583969406,12.124970358830431,-1.1793447748610255,49.7,52.3,-2.5999999999999943,45.6,47.6,-2.0,7
2012,Elite 8,Kentucky,Baylor,1,3,1,32.59,21.29,11.300000000000004,122.2,116.0,6.200000000000003,89.6,94.7,-5.1000000000000085,65.4,65.6,-0.19999999999998863,0.032,0.059,-0.026999999999999996,7.99,9.61,-1.6199999999999992,-1.06,-2.7,1.6400000000000001,1.5066626087475825,12.124970358830431,-10.618307750082849,53.8,52.3,1.5,42.0,47.6,-5.600000000000001,-2
2012,Elite 8,Baylor,Kentucky,3,1,0,21.29,32.59,-11.300000000000004,116.0,122.2,-6.200000000000003,94.7,89.6,5.1000000000000085,65.6,65.4,0.19999999999998863,0.059,0.032,0.026999999999999996,9.61,7.99,1.6199999999999992,-2.7,-1.06,-1.6400000000000001,12.124970358830431,1.5066626087475825,10.618307750082849,52.3,53.8,-1.5,47.6,42.0,5.600000000000001,2
2012,First Round,Michigan St.,LIU,1,16,1,27.87,0.75,27.12,114.7,108.7,6.0,86.9,107.9,-21.0,64.3,73.4,-9.100000000000009,-0.027,0.117,-0.14400000000000002,10.21,-5.25,15.46,-1.07,-2.27,1.2,9.44724502374886,8.851976576742416,0.5952684470064433,52.7,53.2,-0.5,43.3,49.4,-6.100000000000001,-15
2012,First Round,LIU,Michigan St.,16,1,0,0.75,27.87,-27.12,108.7,114.7,-6.0,107.9,86.9,21.0,73.4,64.3,9.100000000000009,0.117,-0.027,0.14400000000000002,-5.25,10.21,-15.46,-2.27,-1.07,-1.2,8.851976576742416,9.44724502374886,-0.5952684470064433,53.2,52.7,0.5,49.4,43.3,6.100000000000001,15
2012,First Round,Saint Louis,Memphis,9,8,1,21.2,21.9,-0.6999999999999993,111.9,114.2,-2.299999999999997,90.7,92.3,-1.5999999999999943,61.9,67.5,-5.600000000000001,-0.056,-0.064,0.008,4.36,5.1,-0.7399999999999993,-2.55,6.96,-9.51,3.4480278743524195,11.514857061758065,-8.066829187405645,51.8,54.0,-2.200000000000003,45.1,43.4,1.7000000000000028,1
2012,First Round,Memphis,Saint Louis,8,9,0,21.9,21.2,0.6999999999999993,114.2,111.9,2.299999999999997,92.3,90.7,1.5999999999999943,67.5,61.9,5.600000000000001,-0.064,-0.056,-0.008,5.1,4.36,0.7399999999999993,6.96,-2.55,9.51,11.514857061758065,3.4480278743524195,8.066829187405645,54.0,51.8,2.200000000000003,43.4,45.1,-1.7000000000000028,-1
2012,First Round,New Mexico,Long Beach St.,5,12,1,19.45,15.27,4.18,110.8,111.7,-0.9000000000000057,91.4,96.4,-5.0,65.5,66.4,-0.9000000000000057,0.003,-0.047,0.05,2.65,1.25,1.4,-4.16,14.84,-19.0,8.938168429565135,4.925954969465639,4.012213460099495,52.8,52.3,0.5,44.4,47.7,-3.3000000000000043,-7
2012,First Round,Long Beach St.,New Mexico,12,5,0,15.27,19.45,-4.18,111.7,110.8,0.9000000000000057,96.4,91.4,5.0,66.4,65.5,0.9000000000000057,-0.047,0.003,-0.05,1.25,2.65,-1.4,14.84,-4.16,19.0,4.925954969465639,8.938168429565135,-4.012213460099495,52.3,52.8,-0.5,47.7,44.4,3.3000000000000043,7
2012,First Round,Louisville,Davidson,4,13,1,20.67,10.65,10.020000000000001,106.2,112.0,-5.799999999999997,85.5,101.4,-15.900000000000006,66.1,67.4,-1.3000000000000114,0.031,0.008,0.023,10.06,-3.0,13.06,0.11,8.78,-8.67,7.366937566463619,6.184767906091098,1.1821696603725211,47.3,50.9,-3.6000000000000014,43.3,47.2,-3.9000000000000057,-9
2012,First Round,Davidson,Louisville,13,4,0,10.65,20.67,-10.020000000000001,112.0,106.2,5.799999999999997,101.4,85.5,15.900000000000006,67.4,66.1,1.3000000000000114,0.008,0.031,-0.023,-3.0,10.06,-13.06,8.78,0.11,8.67,6.184767906091098,7.366937566463619,-1.1821696603725211,50.9,47.3,3.6000000000000014,47.2,43.3,3.9000000000000057,9
