Model,Round,Feature,MeanDeltaLogLoss,StdDeltaLogLoss,BaseLogLoss,n
catboost,S16,d_Momentum,0.12352616275793982,0.015905956760335783,0.1637306295780005,256
catboost,S16,d_OffEFG,0.0502593380539634,0.004182448894774109,0.1637306295780005,256
catboost,S16,d_DefEFG,0.04697924008516986,0.0047720150436735735,0.1637306295780005,256
catboost,S16,d_Seed,0.25136785050435523,0.02307893256869727,0.1637306295780005,256
catboost,E8,d_AdjEM,0.38596070911495184,0.06510644996243012,0.2118429632322494,128
catboost,E8,d_AdjO,0.07690168632037629,0.014243256659204957,0.2118429632322494,128
catboost,E8,d_AdjD,0.06701526699185592,0.01455187047521129,0.2118429632322494,128
catboost,E8,d_AdjT,0.04954687068337373,0.005658762615177888,0.2118429632322494,128
catboost,E8,d_Luck,0.1730548701211459,0.028911167299247927,0.2118429632322494,128
catboost,E8,d_SOS-AdjEM,0.1127625868605994,0.014757626489415072,0.2118429632322494,128
catboost,E8,d_NCSOS-AdjEM,0.044049537631399974,0.005157018533486162,0.2118429632322494,128
